20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20130531X45544 | Accident | ERA13FA259 | 05/31/2013 | Linden, NJ | United States | 40.621667 | -74.252778 | LDJ | Linden | Fatal(1) | Substantial | Airplane | N176MA | DIAMOND AIRCRAFT IND INC | DA 20-C1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 1 | 1 |  |  | VMC | MANEUVERING | Probable Cause | 06/01/2015 | 
20130528X64403 | Accident | WPR13FA244 | 05/28/2013 | Mountainaire, AZ | United States | 35.082778 | -111.667778 | FLG | Flagstaff Pulliam Airport | Fatal(2) | Destroyed | Airplane | N999PK | RAYTHEON AIRCRAFT COMPANY | A36 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Probable Cause | 08/05/2015 | 
20130527X93911 | Accident | ERA13FA256 | 05/27/2013 | Macon, GA | United States | 32.663889 | -83.603056 | MCN | Middle Georgia Regional | Fatal(2) | Destroyed | Airplane | N4489F | PIPER | PA-32R-300 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | DESCENT | Probable Cause | 04/07/2015 | 
20130526X13738 | Accident | WPR13FA243 | 05/25/2013 | Wenatchee, WA | United States | 47.392222 | -120.203611 | EAT | Pangborn Memorial Airport | Non-Fatal | Substantial | Helicopter | N99090 | HILLER | UH-12E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC |  | Probable Cause | 06/18/2015 | 
20130524X84708 | Accident | ERA13FA253 | 05/24/2013 | Johnstown, NY | United States | 43.040277 | -74.517223 |  | N/A | Fatal(3) | Destroyed | Airplane | N31743 | PIPER | PA-34-200T | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | IMC |  | Probable Cause | 01/27/2015 | 
20130523X61221 | Accident | ERA13LA252 | 05/23/2013 | Atlanta, GA | United States | 33.871945 | -84.301111 | PDK | DeKalb-Peachtree Airport | Non-Fatal | Substantial | Airplane | N8225T | BEECH | A36 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 5 | VMC | TAKEOFF | Probable Cause | 03/26/2015 | 
20130528X55441 | Accident | CEN13LA298 | 05/22/2013 | Greeley, CO | United States | 40.403611 | -104.641666 | GXY | GREELEY-WELD COUNTY | Non-Fatal | Substantial | Airplane | N269MM | ALLEN JAN A | CHALLENGER II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | CLIMB | Probable Cause | 11/30/2015 | 
20130520X11307 | Accident | WPR13LA237 | 05/19/2013 | Chandler, AZ | United States | 33.268889 | -111.811111 | P19 | Stellar Airpark | Non-Fatal | Substantial | Airplane | N8197W | PIPER | PA-32R-301T | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Probable Cause | 08/25/2015 | 
20130516X73436 | Accident | WPR13FA234 | 05/16/2013 | Floriston, CA | United States | 39.466111 | -120.047777 | RNO | RENO/TAHOE INTL | Fatal(1) | Destroyed | Airplane | N421W | CESSNA | 421C | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | DESCENT | Probable Cause | 06/18/2015 | 
20130515X53650 | Accident | DCA13CA090 | 05/11/2013 | Flushing, NY | United States | 40.777223 | -73.872500 | KLGA | LaGuardia Airport | Non-Fatal |  | Airplane | N208JQ | EMBRAER-EMPRESA BRASILEIRA DE | ERJ 170-200 LR | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | SHUTTLE AMERICA CORP (DBA: Delta Connection) |  | 1 |  | 3 | VMC | STANDING | Probable Cause | 09/01/2015 | 
20130529X80542 | Accident | CEN13LA304 | 05/11/2013 | Hamilton, OH | United States | 39.360556 | -84.529445 | HAO | Butler County Regional Airport | Non-Fatal | Substantial | Airplane | N774A | ANKESTAR, BRADLEY D. | RAND-ROBINSON KR2 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 06/01/2015 | 
20130511X50706 | Accident | DCA13CA088 | 05/10/2013 | Cocoa Beach, FL | United States | 28.467500 | -80.566667 | XMR | Patrick AFB Skid Strip | Unavailable | Substantial | Airplane | CBP113 | GENERAL ATOMICS | MQ-9 | No | 1 | Turbo Prop | Public Use |  | Public Aircraft - Federal |  |  |  |  |  | VMC | LANDING | Probable Cause | 06/16/2015 | 
20130517X14847 | Accident | DCA13CA091 | 05/09/2013 | Dallas, TX | United States | 32.896666 | -97.036944 | DFW | Dallas-Fort Worth | Non-Fatal |  | Airplane | N327NW | AIRBUS | 320 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | Delta Air Lines (DBA: Delta Air Lines) |  | 1 |  | 119 | VMC | OTHER | Probable Cause | 09/01/2015 | 
20130504X95500 | Accident | WPR13LA216 | 05/04/2013 | Fontana, CA | United States | 34.154722 | -117.456667 | KPOC | Brackett Field | Non-Fatal | Substantial | Airplane | N6171R | RANS | S-17 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Probable Cause | 07/13/2015 | 
20130503X72652 | Accident | ERA13FA225 | 05/02/2013 | Catskill, NY | United States | 42.136666 | -73.904444 | None | Hudson River | Fatal(1) | Destroyed | Airplane | N8AS | GRUMMAN | G-44 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | LANDING | Probable Cause | 04/07/2015 | 
20130502X64041 | Accident | WPR13LA214 | 05/01/2013 | Oakland, CA | United States | 37.726945 | -122.211667 | OAK | Oakland International Airport | Non-Fatal | Substantial | Airplane | N216WA | CESSNA | 421A | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 10/05/2015 | 
20130429X04502 | Accident | WPR13FA211B | 04/29/2013 | Calabasas, CA | United States | 34.124723 | -118.788333 |  | N/A | Fatal(2) | Destroyed | Airplane | N64030 | CESSNA | 172M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 | 1 | 2 |  | VMC |  | Probable Cause | 06/01/2015 | 
20130429X04502 | Accident | WPR13FA211A | 04/29/2013 | Calabasas, CA | United States | 34.124723 | -118.788333 |  | N/A | Fatal(2) | Substantial | Airplane | N4677V | CESSNA | 172RG | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 2 | 1 | 2 |  | VMC |  | Probable Cause | 06/01/2015 | 
20130429X83907 | Accident | ERA13FA219 | 04/29/2013 | Valkaria, FL | United States | 27.951667 | -80.551389 | X59 | Valkaria Airport | Fatal(1) | Substantial | Gyrocraft | N85KY | DANIELS | DOMINATOR | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 01/27/2015 | 
20130429X12734 | Accident | DCA13MA081 | 04/29/2013 | Bagram, Afghanistan | Afghanistan | 34.946389 | 69.265000 | OAIX | Bagram Air Base | Fatal(7) | Destroyed | Airplane | N949CA | BOEING | 747-400 BCF | No | 4 | Turbo Jet | Part 121: Air Carrier | NSCH |  | National Air Cargo (DBA: National Airlines) | 7 |  |  |  | VMC | STANDING | Probable Cause | 08/26/2015 | 
20130428X31009 | Accident | WPR13LA210 | 04/28/2013 | Bryce, UT | United States | 37.706389 | -112.145833 | BCE | Bryce Canyon | Non-Fatal | Substantial | Airplane | N2589U | PIPER | PA46-500TP | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  |  |  | 6 | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20130429X63152 | Accident | ERA13LA221 | 04/28/2013 | Hoosick Falls, NY | United States | 42.890555 | -73.336111 |  | N/A | Non-Fatal | Substantial | Airplane | N3503E | AERONCA | 11AC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | CRUISE | Probable Cause | 06/09/2015 | 
20130428X11150 | Accident | CEN13FA241 | 04/27/2013 | Norfolk, NE | United States | 41.982223 | -97.383056 | OFK | Norfolk Regional Airport | Fatal(2) | Substantial | Airplane | N3970T | PIPER | PA-28R-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Probable Cause | 10/27/2015 | 
20130426X95408 | Accident | ERA13LA214 | 04/25/2013 | Knoxville, TN | United States | 35.958056 | -83.870834 | DKX | Downtown Island Airport | Non-Fatal | Substantial | Airplane | N2713T | BEECH | 35-C33A | No | 1 | Reciprocating | Part 91: General Aviation |  | Flight Test |  |  | 1 |  |  | VMC | TAKEOFF | Probable Cause | 03/26/2015 | 
20130423X41358 | Accident | CEN13LA237 | 04/22/2013 | Greenbrier, AR | United States | 35.177500 | -92.335000 | 12A | Arkavalley Airport | Fatal(1) | Destroyed | Airplane | N6369V | ALON | A2 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | LANDING | Probable Cause | 10/27/2015 | 
20130416X51228 | Accident | CEN13LA229 | 04/15/2013 | Warren, AR | United States | 33.560556 | -92.085277 | 3M9 | Warren Municipal | Non-Fatal | Substantial | Airplane | N9414Y | BEECH | N35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 06/01/2015 | 
20130418X83045 | Accident | WPR13FA201 | 04/14/2013 | Wellington, NV | United States | 38.794444 | -119.477500 |  | N/A | Fatal(2) | Destroyed | Airplane | N9078X | CESSNA | 182D | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | DESCENT | Probable Cause | 03/10/2015 | 
20130414X04421 | Accident | ERA13FA201 | 04/14/2013 | St. Lucie, FL | United States | 27.238055 | -80.475278 | FL37 | Treasure Coast Airpark | Fatal(1) | Substantial | Airplane | N117S | SCHOONOVER JOHN D | KIT FOX IV 1200 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Probable Cause | 03/02/2015 | 
20130412X82552 | Accident | WPR13LA188 | 04/12/2013 | Ocean Shores, WA | United States | 47.042777 | -124.145555 | 5WA8 | Hogan's Corner Airport | Non-Fatal | Substantial | Helicopter | N442FG | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | MANEUVERING | Probable Cause | 02/23/2015 | 
20130415X35220 | Accident | ERA13LA204 | 04/12/2013 | Avon Park, FL | United States | 27.642500 | -81.407222 |  | N/A | Non-Fatal | Substantial | Airplane | N101ME | HARRIS PIERCE | VELOCITY XL RG | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Probable Cause | 02/04/2015 | 
20130408X15138 | Accident | WPR13LA184 | 04/06/2013 | Big Bear City, CA | United States | 34.263889 | -116.856111 | L35 | Big Bear City | Non-Fatal | Substantial | Airplane | N36SG | BEECH | A36TC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 | 3 |  | VMC | APPROACH | Probable Cause | 07/13/2015 | 
20130407X01535 | Accident | WPR13FA183 | 04/06/2013 | Circle, MT | United States | 47.738611 | -105.928056 | Pvt | Private Airstrip | Fatal(1) | Destroyed | Airplane | N8721T | CESSNA | 182C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | IMC | CRUISE | Probable Cause | 02/12/2015 | 
20130406X70217 | Incident | ERA13IA192 | 04/05/2013 | Meridian, MS | United States | 32.317778 | -88.756389 | MEI | Key Field Airport | Incident |  | Airplane | N196EC | EMBRAER | EMB-500 | No | 2 | Turbo Fan | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 01/14/2015 | 
20130404X55008 | Accident | WPR13LA180 | 04/04/2013 | Phoenix, AZ | United States | 33.686666 | -112.091666 | DVT | Deer Valley | Non-Fatal | Substantial | Airplane | N2166K | CESSNA | 172 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 3 | VMC | TAKEOFF | Probable Cause | 05/13/2015 | 
20130403X95057 | Accident | WPR13LA178 | 04/02/2013 | Darby, MT | United States | 45.932500 | -114.120556 | NONE | Private Property | Non-Fatal | Substantial | Helicopter | N369HW | MD HELICOPTER | 369A | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  | 1 | 3 |  | VMC | LANDING | Probable Cause | 05/13/2015 | 
20130403X14843 | Accident | CEN13FA217 | 04/01/2013 | Guymon, OK | United States | 36.730556 | -101.605278 | GUY | GUYMON MUNI | Fatal(2) | Destroyed | Airplane | N9330M | MOONEY | M20E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | IMC |  | Probable Cause | 07/07/2015 | 
20130405X20143 | Accident | CEN13FA219 | 03/30/2013 | Castle Rock, CO | United States | 39.302500 | -104.758333 | APA | Centennial | Fatal(1) | Substantial | Airplane | N55093 | PIPER | PA-28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC |  | Probable Cause | 07/23/2015 | 
20130331X41252 | Accident | ANC13GA036 | 03/30/2013 | Talkeetna, AK | United States | 62.321389 | -149.933889 |  | N/A | Fatal(3) | Destroyed | Helicopter | N911AA | EUROCOPTER | AS350 | No | 1 | Turbo Shaft | Public Use |  | Public Aircraft - State |  | 3 |  |  |  | IMC | MANEUVERING | Probable Cause | 01/28/2015 | 
20130405X10333 | Incident | ENG13IA020 | 03/29/2013 | Houston, TX | United States | 29.984444 | -95.341389 | IAH | GEORGE BUSH INTERCONTINENTAL/H | Incident |  | Airplane | N12922 | EMBRAER | ERJ-145 | No | 2 | Turbo Fan | Unknown |  |  |  |  |  |  |  | UNK | LANDING | Probable Cause | 09/09/2015 | 
20130328X51911 | Accident | WPR13FA169 | 03/28/2013 | Wikieup, AZ | United States | 34.605556 | -113.491111 |  | N/A | Fatal(1) | Substantial | Airplane | N6018X | MOONEY | M20A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 2 |  |  | VMC |  | Probable Cause | 04/07/2015 | 
20130325X91511 | Accident | WPR13LA161 | 03/25/2013 | Maricopa, AZ | United States | 33.044166 | -111.983611 | 5AZ3 | Pegasus Airpark | Non-Fatal | Substantial | Airplane | N33SV | OWENS | VELOCITY 173 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Probable Cause | 10/19/2015 | 
20130321X53951 | Accident | ERA13LA179 | 03/21/2013 | Perry, FL | United States | 30.055000 | -83.651667 | 40J | PERRY-FOLEY | Non-Fatal | Substantial | Airplane | N625SR | PIPER | PA-23-250 | No | 2 | Reciprocating | Part 91: General Aviation |  | Executive/Corporate |  |  |  | 1 |  | VMC | DESCENT | Probable Cause | 04/27/2015 | 
20130316X85615 | Accident | ERA13LA171 | 03/16/2013 | Immokalee, FL | United States | 26.408889 | -81.536944 | IMM | Immokalee Regional Airport | Non-Fatal | Substantial | Airplane | N2549W | MCNULTY JOHN S | AEROLITE 103 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Probable Cause | 04/27/2015 | 
20130315X34542 | Accident | CEN13FA192 | 03/15/2013 | Grand Lake, LA | United States | 30.038611 | -93.167500 |  | N/A | Fatal(3) | Destroyed | Helicopter | N574EH | SIKORSKY | S-76A++ | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  | 3 |  |  |  | VMC | MANEUVERING | Probable Cause | 01/27/2015 | 
20130312X35227 | Accident | WPR13LA145 | 03/11/2013 | Kernville, CA | United States | 35.728056 | -118.419723 | KL05 | Kern Valley Airport | Non-Fatal | Substantial | Airplane | N427GE | CIRRUS DESIGN CORP | SR20 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 2 | VMC |  | Probable Cause | 10/21/2015 | 
20130305X11829 | Accident | CEN13LA186 | 03/04/2013 | Terrell, TX | United States | 32.688611 | -96.310278 |  | N/A | Fatal(1) | Destroyed | Airplane | N70785 | FISHER MICHAEL E | CELEBRITY | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC |  | Probable Cause | 04/27/2015 | 
20130305X54320 | Accident | WPR13FA138 | 03/03/2013 | Saratoga, WY | United States | 41.512500 | -106.570278 | SAA | Shively Field Airport | Fatal(1) | Substantial | Airplane | N5129R | CESSNA | 172M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | IMC | CRUISE | Probable Cause | 06/15/2015 | 
20130225X60241 | Accident | ERA13FA144 | 02/24/2013 | Lutz, FL | United States | 28.258611 | -82.402500 | X39 | Tampa North Aero Park | Fatal(1) | Destroyed | Airplane | N2895U | PIPER | PA-28RT-201 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | IMC | TAKEOFF | Probable Cause | 01/27/2015 | 
20130220X23353 | Accident | CEN13FA172 | 02/20/2013 | Parkers Parairie, MN | United States | 46.238333 | -95.251667 |  | N/A | Fatal(1) | Substantial | Airplane | N9229Y | MAULE | MXT-7-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  | 1 |  |  |  | VMC |  | Probable Cause | 02/12/2015 | 
20130220X51849 | Accident | WPR13LA131 | 02/19/2013 | Pacific Ocean, Unknown | Unknown | 20.228056 | -139.203056 | SFO | San Francisco International Ai | Non-Fatal |  | Airplane | N174UA | BOEING | 747-422 | No | 4 | Turbo Fan | Part 121: Air Carrier | SCHD |  | United Airlines |  | 1 |  | 220 | VMC |  | Probable Cause | 12/14/2015 | 
20130212X65452 | Accident | CEN13LA158 | 02/11/2013 | Ponderosa, NM | United States | 35.677778 | -106.675278 |  | N/A | Non-Fatal | Substantial | Helicopter | N360AW | BELL | 206B III | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 3 | VMC |  | Probable Cause | 01/14/2015 | 
20130210X93918 | Accident | WPR13FA119 | 02/10/2013 | Acton, CA | United States | 34.437777 | -118.230000 |  | N/A | Fatal(3) | Substantial | Helicopter | N59518 | BELL | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  | 3 |  |  |  | VMC | MANEUVERING | Probable Cause | 10/01/2015 | 
20130208X43909 | Accident | WPR13FA118 | 02/08/2013 | Tucson, AZ | United States | 32.123334 | -111.198055 | RYN | Ryan Field | Fatal(1) | Substantial | Airplane | N89059 | CESSNA | 152 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | STANDING | Probable Cause | 04/20/2015 | 
20130207X04940 | Accident | WPR13FA116 | 02/06/2013 | Minden, NV | United States | 38.981389 | -119.492777 | KMEV | Minden-Tahoe Airport | Fatal(1) | Destroyed | Airplane | N328SP | CESSNA | 172S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | DESCENT | Probable Cause | 02/12/2015 | 
20130206X33419 | Accident | ANC13LA021 | 02/05/2013 | Kalskag, AK | United States | 61.536389 | -160.341389 | PALG | Kalskag | Non-Fatal | Substantial | Airplane | N5290J | CESSNA | 172N | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  | 1 | 2 |  | IMC |  | Probable Cause | 03/10/2015 | 
20130203X23237 | Accident | WPR13LA112 | 02/02/2013 | Camarillo, CA | United States | 34.213889 | -119.094444 | CMA | Camarillo | Non-Fatal | Substantial | Airplane | N342FS | CESSNA | 305A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/25/2015 | 
20130203X00707 | Accident | WPR13LA111 | 02/02/2013 | Boise, ID | United States | 43.564444 | -116.222778 | BOI | Boise Air Terminal | Non-Fatal | Substantial | Airplane | N8465L | CESSNA | T210L | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  | 2 |  | IMC | LANDING | Probable Cause | 06/22/2015 | 
20130124X94007 | Accident | CEN13FA143 | 01/24/2013 | Richwood, LA | United States | 32.456944 | -92.075278 | KMLU | Monroe Regional Airport | Fatal(4) | Destroyed | Airplane | N980SS | RAYTHEON AIRCRAFT COMPANY | A36 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | IMC | GO-AROUND | Probable Cause | 03/25/2015 | 
20130112X22759 | Accident | CEN13FA131 | 01/12/2013 | Paris, TX | United States | 33.662500 | -95.547777 |  | N/A | Fatal(3) | Destroyed | Airplane | N5339V | PIPER | PA46-500TP | No | 1 | Turbo Prop | Part 91: General Aviation |  | Executive/Corporate |  | 3 |  |  |  | IMC | CLIMB | Probable Cause | 10/27/2015 | 
20130111X25405 | Accident | CEN13FA130 | 01/11/2013 | Maxwell, NE | United States | 41.201667 | -100.470278 | LBF | NORTH PLATTE RGNL AIRPORT | Fatal(4) | Destroyed | Airplane | N36VE | RAYTHEON AIRCRAFT COMPANY | 58 | No | 2 | Reciprocating | Part 91: General Aviation |  | Business |  | 4 |  |  |  | IMC | CLIMB | Probable Cause | 05/06/2015 | 
20130107X32320 | Incident | DCA13IA037 | 01/07/2013 | Boston, MA | United States | 42.363056 | -71.006389 | BOS | Gen Edward Lawrence Logan Intl | Incident | Minor | Airplane | JA829J | BOEING | 787 | No |  |  | Part 129: Foreign | SCHD |  | JAPAN AIRLINES INTERNATIONAL CO LTD |  |  |  |  | VMC | OTHER | Probable Cause | 08/05/2015 | 
20130107X22046 | Accident | WPR13FA086 | 01/06/2013 | Woody, CA | United States | 35.710278 | -118.903889 |  | N/A | Fatal(2) | Destroyed | Airplane | N35SD | BEECH | V35A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | DESCENT | Probable Cause | 04/20/2015 | 
20130102X03247 | Accident | WPR13LA082 | 01/02/2013 | North Las Vegas, NV | United States | 36.210556 | -115.194444 | VGT | North Las Vegas | Non-Fatal | Substantial | Airplane | N3AG | PIPER | PA-60-602P | No | 2 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 11/05/2015 | 
20130102X04956 | Accident | WPR13FA083 | 01/02/2013 | Oceano, CA | United States | 35.066111 | -120.618334 | L52 | Oceano County Airport | Fatal(1) | Substantial | Airplane | N45923 | LUSCOMBE | 8A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Probable Cause | 01/20/2015 | 
20130102X35708 | Accident | CEN13FA122 | 01/02/2013 | Clear Lake, IA | United States | 43.142777 | -93.482778 | MCW | Mason City Municipal | Fatal(3) | Destroyed | Helicopter | N445MT | BELL HELICOPTER | 407 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  | 3 |  |  |  | VMC | CRUISE | Probable Cause | 02/12/2015 | 
20130102X72037 | Accident | ERA13FA101 | 01/01/2013 | Jasper, AL | United States | 33.886111 | -87.316667 | JFX | Walker County Airport | Fatal(3) | Destroyed | Airplane | N7700Y | PIPER | PA-30 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | IMC | DESCENT | Probable Cause | 04/07/2015 | 
20130117X51933 | Accident | WPR13LA093 | 12/31/2012 | Las Vegas, NV | United States | 36.210556 | -115.194444 | VGT | North Las Vegas Airport | Non-Fatal | Substantial | Airplane | N104BK | KAUFMANN | VANS RV-10 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 10/19/2015 | 
20130101X20132 | Accident | WPR13LA078 | 12/31/2012 | Chandler, AZ | United States | 33.268889 | -111.811111 | CHD | Chandler Municipal Airport | Non-Fatal | Substantial | Airplane | N9507X | CESSNA | 210A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAKEOFF | Probable Cause | 11/05/2015 | 
20130101X65128 | Accident | CEN13LA119 | 12/29/2012 | Big Lake, TX | United States | 31.195000 | -101.470834 | E41 | Reagan County Airport | Non-Fatal | Substantial | Helicopter | N534MT | BELL | 407 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | MED TRANS CORP |  |  |  | 4 | VMC |  | Probable Cause | 02/23/2015 | 
20121228X71554 | Accident | ERA13LA099 | 12/23/2012 | Boca Raton, FL | United States | 26.373889 | -80.104722 | BCT | Boca Raton Airport | Non-Fatal | Substantial | Airplane | N4340G | PIPER | PA-28RT-201T | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20121219X15826 | Accident | WPR13FA073 | 12/19/2012 | Libby, MT | United States | 48.320556 | -115.475556 | S59 | Libby | Fatal(2) | Destroyed | Airplane | N499SW | BEECH | B100 | No | 2 | Turbo Prop | Part 91: General Aviation |  | Business |  | 2 |  |  |  | VMC | MANEUVERING | Probable Cause | 02/04/2015 | 
20121219X45033 | Accident | WPR13FA072 | 12/18/2012 | Payson, AZ | United States | 34.107778 | -111.471111 | PAN | Payson | Fatal(1) | Substantial | Airplane | N62959 | PIPER | PA-31-350 | No | 2 | Reciprocating | Part 135: Air Taxi & Commuter | NSCH |  | Ameriflight | 1 |  |  |  | IMC |  | Probable Cause | 06/15/2015 | 
20121218X70907 | Accident | ERA13LA093 | 12/18/2012 | Calhoun, GA | United States | 34.450556 | -84.930556 | CZL | Tom B. David | Fatal(1) | Substantial | Airplane | N156FH | RUSSOM ROY G | HUMMEL H5 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Probable Cause | 01/14/2015 | 
20130107X20121 | Accident | WPR13FA312 | 12/17/2012 | Yosemite Valley, CA | United States | 37.775000 | -119.350278 |  | N/A | Fatal(1) | Substantial | Airplane | N9524M | MOONEY | M20F | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC |  | Probable Cause | 02/12/2015 | 
20121216X01302 | Accident | WPR13FA070 | 12/15/2012 | Ely, NV | United States | 39.087222 | -114.583611 |  | N/A | Fatal(2) | Destroyed | Airplane | N93CN | PIPER | PA-31T1 | No | 2 | Turbo Prop | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Probable Cause | 01/27/2015 | 
20121211X41020 | Accident | ERA13FA083 | 12/10/2012 | Lake Park, GA | United States | 30.713611 | -83.182223 | VLD | Valdosta Regional Airport | Fatal(1) | Substantial | Airplane | N840DS | DIAMOND AIRCRAFT IND INC | DA 40 | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  | 1 |  |  |  | VMC | CLIMB | Probable Cause | 02/12/2015 | 
20121211X61457 | Accident | CEN13LA097 | 12/08/2012 | Moody, TX | United States | 31.190555 | -97.407222 | 5TA1 | CHARPING | Non-Fatal | Substantial | Airplane | N280JM | NORTH AMERICAN | T-28C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | APPROACH | Probable Cause | 02/04/2015 | 
